"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"926960",41.85,12,20.1,0.23,"S","CWH ws 1",156,67.1,52.12,6.46
"926960",46.91,13,10.7,0.1,"S","CWH ws 1",156,67.1,52.12,6.46
"926960",52.12,14,0,0.02,"S","CWH ws 1",156,67.1,52.12,6.46
"927560",0.3,1,114,0.31,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",0.34,2,108.7,0.04,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",0.67,3,82.3,0.24,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",1.3,4,64.8,0.27,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",6.04,5,56.6,1.38,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",10.7,6,52.3,1.09,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",15.36,7,49,0.94,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",20.03,8,44.4,0.8,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",24.69,9,39.1,0.64,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",29.35,10,33,0.48,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",34.02,11,26.4,0.33,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",38.68,12,18.5,0.19,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",43.34,13,9.9,0.08,"S","CWH ws 1",129,68.7,48.16,6.8
"927560",48.16,14,0,0.01,"S","CWH ws 1",129,68.7,48.16,6.8
"927557",0.3,1,118.9,0.33,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",0.34,2,105.9,0.04,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",0.67,3,80.8,0.23,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",1.3,4,66.9,0.27,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",6.1,5,50.3,1.32,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",10.82,6,46.7,0.87,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",15.54,7,43.9,0.76,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",20.27,8,40.9,0.67,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",24.99,9,37.6,0.57,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",29.72,10,32,0.45,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",34.44,11,25.4,0.31,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",39.17,12,18.3,0.18,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",43.89,13,9.1,0.08,"S","CWH ws 1",127,69.4,48.73,6.11
"927557",48.73,14,0,0.01,"S","CWH ws 1",127,69.4,48.73,6.11
"929667",0.3,1,77,0.14,"S","CWH ws 1",86,72,33.16,4.88
"929667",0.37,2,75.2,0.03,"S","CWH ws 1",86,72,33.16,4.88
"929667",0.7,3,71.4,0.14,"S","CWH ws 1",86,72,33.16,4.88
"929667",1.3,4,67.5,0.23,"S","CWH ws 1",86,72,33.16,4.88
"929667",4.54,5,61.7,1.06,"S","CWH ws 1",86,72,33.16,4.88
"929667",7.71,6,59.2,0.91,"S","CWH ws 1",86,72,33.16,4.88
"929667",10.88,7,53.6,0.79,"S","CWH ws 1",86,72,33.16,4.88
"929667",14.05,8,41.9,0.58,"S","CWH ws 1",86,72,33.16,4.88
"929667",17.22,9,37.6,0.39,"S","CWH ws 1",86,72,33.16,4.88
"929667",20.39,10,30.7,0.29,"S","CWH ws 1",86,72,33.16,4.88
"929667",23.56,11,22.1,0.18,"S","CWH ws 1",86,72,33.16,4.88
"929667",26.73,12,14,0.09,"S","CWH ws 1",86,72,33.16,4.88
"929667",29.9,13,8.6,0.03,"S","CWH ws 1",86,72,33.16,4.88
"929667",33.16,14,0,0.01,"S","CWH ws 1",86,72,33.16,4.88
"927568",0.3,1,100.3,0.24,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",0.37,2,94,0.05,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",0.76,3,78.7,0.23,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",1.3,4,72.2,0.24,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",6.37,5,59.9,1.75,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",11.37,6,57.1,1.34,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",16.37,7,54.9,1.23,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",21.37,8,51.8,1.12,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",26.37,9,45.7,0.94,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",31.36,10,40.9,0.74,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",36.36,11,31.7,0.53,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",41.36,12,19.6,0.27,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",46.36,13,10.2,0.1,"S","CWH ws 1",137,74.8,51.15,8.79
"927568",51.15,14,0,0.02,"S","CWH ws 1",137,74.8,51.15,8.79
"927511",0.3,1,99.8,0.23,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",0.37,2,84.6,0.05,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",0.76,3,79.8,0.21,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",1.3,4,75.2,0.26,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",4.94,5,59.2,1.31,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",8.5,6,55.6,0.92,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",12.07,7,51.1,0.8,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",15.64,8,43.2,0.63,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",19.2,9,37.8,0.46,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",22.77,10,31.2,0.34,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",26.33,11,23.4,0.21,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",29.9,12,15,0.11,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",33.47,13,8.1,0.04,"S","CWH ws 1",126,77.8,37.25,5.57
"927511",37.25,14,0,0.01,"S","CWH ws 1",126,77.8,37.25,5.57
"929652",0.3,1,97.3,0.22,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",0.4,2,93.2,0.07,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",0.82,3,83.3,0.26,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",1.3,4,78.3,0.25,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",5.46,5,66.5,1.72,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",9.54,6,62,1.32,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",13.62,7,55.9,1.12,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",17.71,8,50.8,0.92,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",21.79,9,42.7,0.71,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",25.88,10,36.3,0.5,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",29.96,11,31.2,0.37,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",34.05,12,20.3,0.22,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",38.13,13,10.2,0.08,"S","CWH ws 1",169,82.5,42.37,7.78
"929652",42.37,14,0,0.01,"S","CWH ws 1",169,82.5,42.37,7.78
"927569",0.3,1,111.8,0.29,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",0.43,2,104.6,0.12,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",0.85,3,92.2,0.32,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",1.3,4,84.8,0.28,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",6.55,5,70.1,2.5,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",11.73,6,67.1,1.92,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",16.92,7,62.5,1.71,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",22.1,8,56.4,1.44,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",27.28,9,50.8,1.17,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",32.46,10,42.9,0.9,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",37.64,11,36.1,0.64,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",42.82,12,26.4,0.41,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",48.01,13,13.7,0.18,"S","CWH ws 1",159,89.1,53.25,11.91
"927569",53.25,14,0,0.03,"S","CWH ws 1",159,89.1,53.25,11.91
"927546",0.3,1,117.9,0.33,"S","CWH ws 1",147,91,42.55,8.33
"927546",0.46,2,113.5,0.17,"S","CWH ws 1",147,91,42.55,8.33
"927546",0.91,3,98,0.4,"S","CWH ws 1",147,91,42.55,8.33
"927546",1.3,4,87.3,0.26,"S","CWH ws 1",147,91,42.55,8.33
"927546",5.49,5,71.6,2.1,"S","CWH ws 1",147,91,42.55,8.33
"927546",9.6,6,63.2,1.47,"S","CWH ws 1",147,91,42.55,8.33
"927546",13.72,7,56.9,1.17,"S","CWH ws 1",147,91,42.55,8.33
"927546",17.83,8,46.5,0.87,"S","CWH ws 1",147,91,42.55,8.33
"927546",21.95,9,40.9,0.62,"S","CWH ws 1",147,91,42.55,8.33
"927546",26.06,10,33.5,0.45,"S","CWH ws 1",147,91,42.55,8.33
"927546",30.18,11,24.9,0.28,"S","CWH ws 1",147,91,42.55,8.33
"927546",34.29,12,16,0.14,"S","CWH ws 1",147,91,42.55,8.33
"927546",38.4,13,9.4,0.06,"S","CWH ws 1",147,91,42.55,8.33
"927546",42.55,14,0,0.01,"S","CWH ws 1",147,91,42.55,8.33
"926968",0.3,1,133.9,0.42,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",0.46,2,128.5,0.22,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",0.91,3,96.5,0.46,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",1.3,4,89.9,0.27,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",6.74,5,76.2,2.97,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",12.1,6,72.4,2.33,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",17.47,7,67.6,2.07,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",22.83,8,58.9,1.69,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",28.19,9,49.8,1.25,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",33.56,10,42.7,0.91,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",38.92,11,32.5,0.61,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",44.29,12,21.8,0.32,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",49.65,13,11.7,0.13,"S","CWH ws 1",284,93.8,55.16,13.66
"926968",55.16,14,0,0.02,"S","CWH ws 1",284,93.8,55.16,13.66
"929664",0.3,1,101.1,0.24,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",0.49,2,97.8,0.15,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",0.98,3,96,0.36,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",1.3,4,91.6,0.22,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",5.73,5,78.5,2.53,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",10.09,6,69.8,1.89,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",14.45,7,64.3,1.54,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",18.81,8,59.2,1.31,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",23.16,9,53.1,1.08,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",27.52,10,42.9,0.8,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",31.88,11,32.3,0.49,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",36.24,12,19.3,0.24,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",40.6,13,8.9,0.08,"S","CWH ws 1",270,96.3,45.08,10.94
"929664",45.08,14,0,0.01,"S","CWH ws 1",270,96.3,45.08,10.94
"926964",0.3,1,189.5,0.85,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",0.58,2,153.7,0.65,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",1.16,3,123.4,0.88,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",1.3,4,117.8,0.16,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",6.59,5,84.6,4.37,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",11.8,6,80.5,2.79,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",17.01,7,75.4,2.49,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",22.22,8,69.3,2.15,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",27.43,9,59.9,1.72,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",32.64,10,52.3,1.29,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",37.86,11,41.7,0.92,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",43.07,12,31,0.55,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",48.28,13,16,0.25,"S","CWH ws 1",195,120.6,53.58,19.11
"926964",53.58,14,0,0.04,"S","CWH ws 1",195,120.6,53.58,19.11
"929040",0.3,1,14.2,0,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",0.61,2,13.7,0,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",1.3,3,13.7,0.01,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",2.59,4,12.7,0.02,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",3.81,5,11.9,0.01,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",5.03,6,9.1,0.01,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",6.25,7,6.6,0.01,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",7.47,8,5.1,0,"B","CWH ws 2",169,14.7,8.87,0.07
"929040",8.87,9,0,0,"B","CWH ws 2",169,14.7,8.87,0.07
"929028",0.3,1,19.3,0.01,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",0.61,2,19.3,0.01,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",1.3,3,19.1,0.02,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",3.26,4,19,0.06,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",5.15,5,18.3,0.05,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",7.04,6,16,0.04,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",8.93,7,14,0.03,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",10.82,8,13.2,0.03,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",12.71,9,11.7,0.02,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",14.6,10,10.2,0.02,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",16.49,11,7.1,0.01,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",18.38,12,3.8,0,"B","CWH ws 2",166,20.3,20.39,0.31
"929028",20.39,13,0,0,"B","CWH ws 2",166,20.3,20.39,0.31
"929029",0.3,1,22.9,0.01,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",0.61,2,22.4,0.01,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",1.3,3,21.7,0.03,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",3.11,4,20.3,0.06,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",4.85,5,20.1,0.06,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",6.58,6,17.8,0.05,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",8.32,7,16.3,0.04,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",10.06,8,14.7,0.03,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",11.8,9,12.7,0.03,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",13.53,10,10.7,0.02,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",15.27,11,8.9,0.01,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",17.01,12,4.3,0.01,"B","CWH ws 2",162,23.2,18.84,0.36
"929029",18.84,13,0,0,"B","CWH ws 2",162,23.2,18.84,0.36
"006819",0.3,1,26.7,0.02,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",0.61,2,26.7,0.02,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",0.91,3,26.9,0.02,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",1.37,4,26.7,0.03,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",5.33,5,25.4,0.21,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",10.36,6,22.9,0.23,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",16.58,7,17.8,0.2,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",18.62,8,12.7,0.04,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",22.16,9,10.2,0.04,"B","CWH ws 2",265,28.5,26.8,0.81
"006819",26.8,10,0,0.01,"B","CWH ws 2",265,28.5,26.8,0.81
"929019",0.3,1,30.7,0.02,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",0.61,2,29.7,0.02,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",1.3,3,29.2,0.05,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",3.78,4,27.9,0.16,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",6.19,5,27.7,0.15,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",8.6,6,26.9,0.14,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",11,7,24.1,0.12,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",13.41,8,21.6,0.1,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",15.82,9,19,0.08,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",18.23,10,15.5,0.06,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",20.63,11,11.4,0.03,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",23.04,12,6.6,0.02,"B","CWH ws 2",182,31.8,25.42,0.95
"929019",25.42,13,0,0,"B","CWH ws 2",182,31.8,25.42,0.95
"006261",0.3,1,35.3,0.03,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",0.61,2,30.5,0.03,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",0.91,3,30.5,0.02,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",1.37,4,30.2,0.03,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",5.06,5,27.9,0.25,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",9.88,6,25.4,0.27,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",14.2,7,22.9,0.2,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",18.38,8,17.8,0.14,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",23.47,9,10.2,0.08,"B","CWH ws 2",196,34.3,27.1,1.06
"006261",27.1,10,0,0.01,"B","CWH ws 2",196,34.3,27.1,1.06
"006331",0.3,1,49.5,0.06,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",0.61,2,45.7,0.05,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",0.91,3,44.2,0.05,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",1.37,4,42.2,0.07,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",5.49,5,35.6,0.49,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",9.85,6,33,0.4,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",14.26,7,30.5,0.35,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",18.68,8,25.4,0.27,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",22.95,9,25.4,0.22,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",29.9,10,10.2,0.2,"B","CWH ws 2",192,45.5,33.2,2.18
"006331",33.2,11,0,0.01,"B","CWH ws 2",192,45.5,33.2,2.18
"929556",0.3,1,56.6,0.08,"B","CWH ws 2",274,48,33.16,2.56
"929556",0.61,2,51.3,0.07,"B","CWH ws 2",274,48,33.16,2.56
"929556",1.3,3,44.8,0.13,"B","CWH ws 2",274,48,33.16,2.56
"929556",4.54,4,42.4,0.48,"B","CWH ws 2",274,48,33.16,2.56
"929556",7.71,5,40.4,0.43,"B","CWH ws 2",274,48,33.16,2.56
"929556",10.88,6,37.1,0.37,"B","CWH ws 2",274,48,33.16,2.56
"929556",14.05,7,33.3,0.31,"B","CWH ws 2",274,48,33.16,2.56
"929556",17.22,8,29.5,0.25,"B","CWH ws 2",274,48,33.16,2.56
"929556",20.39,9,25.9,0.19,"B","CWH ws 2",274,48,33.16,2.56
"929556",23.56,10,20.3,0.13,"B","CWH ws 2",274,48,33.16,2.56
"929556",26.73,11,14.7,0.08,"B","CWH ws 2",274,48,33.16,2.56
"929556",29.9,12,9.1,0.04,"B","CWH ws 2",274,48,33.16,2.56
"929556",33.16,13,0,0.01,"B","CWH ws 2",274,48,33.16,2.56
"008615",0.3,1,69.9,0.12,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",0.61,2,65,0.11,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",0.91,3,64.3,0.1,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",1.37,4,63,0.15,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",5.21,5,58.4,1.11,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",10.06,6,55.9,1.24,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",14.94,7,53.3,1.14,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",19.87,8,43.2,0.91,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",22.28,9,43.2,0.35,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",27.28,10,33,0.58,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",32.16,11,20.3,0.29,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",35.84,12,15.2,0.09,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",38.89,13,10.2,0.04,"B","CWH ws 2",309,66.6,42.09,6.25
"008615",42.09,14,0,0.01,"B","CWH ws 2",309,66.6,42.09,6.25
"929564",0.3,1,80.5,0.15,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",0.37,2,77.7,0.03,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",0.7,3,73.2,0.15,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",1.3,4,66.8,0.23,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",5.27,5,62.5,1.3,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",9.17,6,59.9,1.15,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",13.08,7,57.4,1.06,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",16.98,8,51.6,0.91,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",20.88,9,45,0.72,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",24.78,10,39.6,0.55,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",28.68,11,34,0.42,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",32.58,12,26.7,0.29,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",36.48,13,14.2,0.14,"B","CWH ws 2",227,71.4,40.45,7.12
"929564",40.45,14,0,0.03,"B","CWH ws 2",227,71.4,40.45,7.12
"010066",0.3,1,25.4,0.02,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",0.61,2,24.9,0.02,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",0.91,3,24.6,0.01,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",1.37,4,23.9,0.02,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",2.74,5,20.3,0.05,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",5.18,6,20.3,0.08,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",7.59,7,17.8,0.07,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",10.03,8,17.8,0.06,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",12.47,9,15.2,0.05,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",14.94,10,12.7,0.04,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",18.41,11,10.2,0.04,"H","CWH ws 2",234,26.5,27.4,0.48
"010066",27.4,12,0,0.03,"H","CWH ws 2",234,26.5,27.4,0.48
"007219",0.3,1,29.5,0.02,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",0.61,2,28.7,0.02,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",0.91,3,28.4,0.02,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",1.37,4,28.2,0.03,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",5.12,5,25.4,0.21,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",9.94,6,20.3,0.2,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",14.75,7,15.2,0.12,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",19.05,8,10.2,0.06,"H","CWH ws 2",255,30.8,24.1,0.7
"007219",24.1,9,0,0.02,"H","CWH ws 2",255,30.8,24.1,0.7
"008819",0.3,1,33.3,0.03,"H","CWH ws 2",180,32.2,25,0.73
"008819",0.61,2,32,0.03,"H","CWH ws 2",180,32.2,25,0.73
"008819",0.91,3,30.5,0.02,"H","CWH ws 2",180,32.2,25,0.73
"008819",1.37,4,29.2,0.03,"H","CWH ws 2",180,32.2,25,0.73
"008819",5,5,25.4,0.21,"H","CWH ws 2",180,32.2,25,0.73
"008819",10.18,6,20.3,0.22,"H","CWH ws 2",180,32.2,25,0.73
"008819",15.3,7,15.2,0.13,"H","CWH ws 2",180,32.2,25,0.73
"008819",18.32,8,10.2,0.04,"H","CWH ws 2",180,32.2,25,0.73
"008819",25,9,0,0.02,"H","CWH ws 2",180,32.2,25,0.73
"007248",0.3,1,32,0.02,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",0.61,2,31.5,0.02,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",0.91,3,31,0.02,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",1.37,4,30.5,0.03,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",5.09,5,27.9,0.25,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",9.91,6,20.3,0.23,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",14.87,7,15.2,0.13,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",20.39,8,10.2,0.07,"H","CWH ws 2",299,33.1,27.1,0.8
"007248",27.1,9,0,0.02,"H","CWH ws 2",299,33.1,27.1,0.8
"006905",0.3,1,35.6,0.03,"H","CWH ws 2",260,33.9,28,1.04
"006905",0.61,2,32.5,0.03,"H","CWH ws 2",260,33.9,28,1.04
"006905",0.91,3,31,0.02,"H","CWH ws 2",260,33.9,28,1.04
"006905",1.37,4,30.2,0.03,"H","CWH ws 2",260,33.9,28,1.04
"006905",5.21,5,27.9,0.26,"H","CWH ws 2",260,33.9,28,1.04
"006905",10.12,6,25.4,0.27,"H","CWH ws 2",260,33.9,28,1.04
"006905",14.9,7,20.3,0.2,"H","CWH ws 2",260,33.9,28,1.04
"006905",20.51,8,15.2,0.14,"H","CWH ws 2",260,33.9,28,1.04
"006905",23.32,9,10.2,0.04,"H","CWH ws 2",260,33.9,28,1.04
