"stratum","cluster","point","tree","species","distance.m","azimuth","dbh.cm","dbh.in","hcb.m","ht.m","ht.ft","baf.ft2.ac","ba.ft2","tf.ac","vol.bf"
2,7,3,5,"THPL",6.08,147,87.8,34.567,22.58,36.54,120.58,40,6.5168,6.1379,1275.8
2,7,3,6,"THPL",3.61,149,27.3,10.748,,,52.066,40,0.63,63.487,63.55
2,7,3,7,"TSHE",13.01,203,88.4,34.803,24.26,39.71,131.04,40,6.6062,6.0549,1946.8
2,7,3,8,"TSHE",1.38,263,12.4,4.8819,3.87,7.31,24.123,40,0.13,307.73,44.23
2,7,4,1,"THPL",5.36,164,62.8,24.724,17.11,26.43,87.219,40,3.334,11.998,478.86
2,7,4,10,"TSHE",9.9,105,66.4,26.142,22.99,35.04,115.63,40,3.7272,10.732,987.95
2,7,4,11,"TSHE",7.59,136,72.1,28.386,,,105.26,40,4.3946,9.1021,1057.6
2,7,4,2,"THPL",9.95,216,73.4,28.898,,,105.58,40,4.5545,8.7825,784.88
2,7,4,3,"THPL",2.22,238,38.9,15.315,17.33,27.18,89.694,40,1.2792,31.269,195.45
2,7,4,4,"THPL",4.2,283,41.2,16.22,18.66,27.44,90.552,40,1.435,27.875,219.92
2,7,4,5,"THPL",9.48,295,64.9,25.551,,,99.554,40,3.5607,11.234,581.4
2,7,4,6,"TSHE",6.77,332,62.1,24.449,15.53,38.49,127.02,40,3.2601,12.27,950.68
2,7,4,7,"THPL",4.7,23,66.5,26.181,18.15,34.42,113.59,40,3.7384,10.7,694.33
2,7,4,8,"THPL",2.06,46,58.3,22.953,,,94.054,40,2.8733,13.921,445.79
2,7,4,9,"TSHE",5.96,83,52.3,20.591,,,101.37,40,2.3123,17.299,554.36
2,7,5,1,"LAOC",3.63,366,97.7,38.465,30.24,50.74,167.44,40,8.0693,4.957,2499.7
2,7,5,2,"THPL",7.93,46,55.5,21.85,20.72,32.64,107.71,40,2.604,15.361,462.26
2,7,5,3,"THPL",10.5,118,70.7,27.835,19.49,34.42,113.59,40,4.2256,9.4662,783.41
2,7,5,4,"THPL",3.44,191,59.8,23.543,17.65,31.96,105.47,40,3.0231,13.232,524.02
2,7,5,5,"TSHE",8.27,228,54.3,21.378,22.25,36.63,120.88,40,2.4926,16.048,701.9
2,7,5,6,"THPL",2.74,288,65.2,25.669,18.52,31.85,105.11,40,3.5937,11.131,618.8
2,7,5,7,"THPL",8.09,288,71.5,28.15,11.27,35.68,117.74,40,4.3218,9.2555,829.92
2,8,1,1,"THPL",3.8,242,23.4,9.2126,8.3,17,56.1,20,0.4629,43.207,52.546
2,8,1,10,"THPL",5.78,184,15.92,6.2677,6.4,12.1,39.93,20,0.2143,93.346,24.514
2,8,1,2,"LAOC",6.61,237,35.33,13.909,16.6,29.9,98.67,20,1.0552,18.954,220.12
2,8,1,3,"THPL",3.7,270,16.23,6.3898,6.3,12.2,40.26,20,0.2227,89.814,25.174
2,8,1,4,"THPL",6.09,290,25.94,10.213,10.3,18.3,60.39,20,0.5688,35.159,66.043
2,8,1,5,"THPL",5.45,320,24.99,9.8386,10.2,16.4,54.12,20,0.5279,37.883,56.738
2,8,1,6,"THPL",1.89,28,35.17,13.846,7.4,20,66,20,1.0457,19.127,121.84
2,8,1,7,"THPL",2.83,118,33.42,13.157,8.4,15.6,51.48,20,0.9442,21.182,88.991
2,8,1,8,"PIMO",4.86,176,46.47,18.295,14.7,27.4,90.42,20,1.8255,10.956,386.58
2,8,1,9,"THPL",6,184,35.33,13.909,9.4,22.3,73.59,20,1.0552,18.954,135.75
2,8,2,1,"THPL",2.55,103,24.19,9.5236,7.7,15.5,51.15,20,0.4947,40.431,51.475
2,8,2,10,"THPL",2,56,17.51,6.8937,4.2,12.3,40.59,20,0.2592,77.163,27.678
2,8,2,2,"THPL",2.69,158,25.46,10.024,6.4,17.2,56.76,20,0.548,36.498,60.813
2,8,2,3,"THPL",2.61,180,26.42,10.402,3.3,14.2,46.86,20,0.5901,33.894,55.256
2,8,2,4,"THPL",10.83,249,42.65,16.791,7.8,23.8,78.54,20,1.5378,13.006,205.17
2,8,2,5,"PSME",9.95,292,52.52,20.677,14.8,33,108.9,20,2.3318,8.5769,492.33
2,8,2,6,"PSME",4.22,344,56.82,22.37,15.2,33.9,111.87,20,2.7293,7.3279,586.83
2,8,2,7,"THPL",7.15,326,33.9,13.346,6.5,21,69.3,20,0.9715,20.587,119.12
2,8,2,8,"THPL",4.31,22,32.95,12.972,11.8,24.3,80.19,20,0.9178,21.791,129.23
2,8,2,9,"LAOC",3.36,40,19.1,7.5197,11,17.3,57.09,20,0.3084,64.851,61.975
2,8,3,1,"THPL",0.95,328,16.23,6.3898,3.3,9.4,31.02,20,0.2227,89.814,21.862
2,8,3,10,"THPL",9.639,52,65.8,25.906,14.49,31.59,104.25,20,3.6602,5.4642,624.99
2,8,3,2,"LAOC",1.26,334,3.5,1.378,15.6,29.7,98.01,20,0.0104,1931.3,31.645
2,8,3,3,"THPL",3.54,24,32.79,12.909,3.6,19.5,64.35,20,0.9089,22.004,104.9
2,8,3,4,"THPL",5.88,334,35.65,14.035,5.9,24,79.2,20,1.0744,18.615,147.73
2,8,3,5,"PSME",9.84,362,52.2,20.551,8.7,36.8,121.44,20,2.3035,8.6824,539.77
2,8,3,6,"THPL",9.15,56,64.62,25.441,16.8,27.7,91.41,20,3.5301,5.6656,530.21
2,8,3,7,"ABGR",3.48,78,48.7,19.173,6.7,35.8,118.14,20,2.005,9.9753,595.67
2,8,3,8,"THPL",3.34,260,25.31,9.9646,2.8,10.7,35.31,20,0.5415,36.932,41.525
2,8,3,9,"THPL",2.84,320,32.15,12.657,6.8,20.4,67.32,20,0.8738,22.889,105.44
2,8,4,1,"PSME",2.3,230,40.9,16.102,7.7,20.8,68.64,20,1.4141,14.143,203.84
2,8,4,2,"THPL",2.59,194,18.14,7.1417,5.1,13.9,45.87,20,0.2782,71.896,31.283
2,8,4,3,"THPL",2.69,82,22.28,8.7717,5.8,14.8,48.84,20,0.4196,47.66,43.736
2,8,4,4,"PSME",7.96,60,41.7,16.417,13.2,26.5,87.45,20,1.47,13.605,261.74
2,8,4,5,"TSHE",13.29,40,57.3,22.559,13.2,28.5,94.05,20,2.7756,7.2056,613.11
2,8,4,6,"PIMO",6.15,12,34.85,13.72,9.1,,90.592,20,1.0267,19.479,229.5
2,8,4,7,"THPL",2.11,360,21.96,8.6457,6.2,12.9,42.57,20,0.4077,49.059,38.68
2,8,5,1,"THPL",3.89,142,20.37,8.0197,9.6,15.5,51.15,20,0.3508,57.016,39.626
2,8,5,10,"THPL",3.34,86,17.19,6.7677,6.68,15.46,51.018,20,0.2498,80.063,31.258
2,8,5,2,"THPL",3.92,147,19.1,7.5197,7.6,11.4,37.62,20,0.3084,64.851,29.419
2,8,5,3,"THPL",5.7,222,26.1,10.276,10.7,19.9,65.67,20,0.5759,34.73,71.622
2,8,5,4,"THPL",4.71,272,23.55,9.2717,8.4,14.4,47.52,20,0.4688,42.658,46.608
2,8,5,5,"THPL",5.38,274,29.44,11.591,9.4,17.2,56.76,20,0.7327,27.296,77.691
2,8,5,6,"LAOC",5.63,326,30.72,12.094,10,17.8,58.74,20,0.7978,25.069,115.46
2,8,5,7,"THPL",3.42,346,16.23,6.3898,7.2,14.6,48.18,20,0.2227,89.814,28.014
2,8,5,8,"THPL",3.64,42,15.76,6.2047,8,12.3,40.59,20,0.21,95.251,24.462
2,8,5,9,"LAOC",4.9,47,39.79,15.665,10.1,31,102.3,20,1.3384,14.943,280.08
